,Date,p1,p2,label
1439,2022-10-21,Phil Wizard,Shigekix,1
1440,2022-10-21,Kuzya,Victor,0
1441,2022-10-21,Phil Wizard,Victor,1
1442,2022-10-21,Kuzya,Shigekix,0
1443,2022-10-21,Lussy Sky,Shigekix,0
1444,2022-10-21,Gravity,Victor,0
1445,2022-10-21,Jeffro,Phil Wizard,0
1446,2022-10-21,Kill,Kuzya,0
1447,2022-10-21,Gravity,Lussy Sky,0
1448,2022-10-21,Gravity,Zooty Zoot,1
1449,2022-10-21,Lussy Sky,Zooty Zoot,1
1450,2022-10-21,Khalil,Zooty Zoot,0
1451,2022-10-21,Khalil,Lussy Sky,0
1452,2022-10-21,Gravity,Khalil,1
1453,2022-10-21,Jeffro,Kuzya,0
1454,2022-10-21,Dany Dann,Jeffro,0
1455,2022-10-21,Dany Dann,Kuzya,0
1456,2022-10-21,Kuzya,Xak,1
1457,2022-10-21,Jeffro,Xak,1
1458,2022-10-21,Dany Dann,Xak,1
1459,2022-10-21,Kill,Phil Wizard,0
1460,2022-10-21,Leon,Phil Wizard,0
1461,2022-10-21,Kill,Leon,1
1462,2022-10-21,Kill,Lilbom,1
1463,2022-10-21,Leon,Lilbom,1
1464,2022-10-21,Lilbom,Phil Wizard,0
1465,2022-10-21,Shigekix,Victor,1
1466,2022-10-21,Daniel,Shigekix,0
1467,2022-10-21,Daniel,Victor,0
1468,2022-10-21,Daniel,Ra1on,1
1469,2022-10-21,Ra1on,Victor,0
1470,2022-10-21,Ra1on,Shigekix,0
1471,2022-10-21,Phil Wizard,Wigor,1
1472,2022-10-21,Gravity,Kid Karam,1
1473,2022-10-21,Cri6,Jeffro,0
1474,2022-10-21,Daniel,Marlone,1
1475,2022-10-21,Amir,Zooty Zoot,0
1476,2022-10-21,Kuzya,Vero,1
1477,2022-10-21,Ra1on,Sunni,1
1478,2022-10-21,Kalmius,Khalil,1
1479,2022-10-21,Dany Dann,Morris,1
1480,2022-10-21,Issin,Lussy Sky,0
1481,2022-10-21,Lagaet,Xak,0
1482,2022-10-21,Kill,Lil Zoo,1
1483,2022-10-21,Issei,Victor,0
1484,2022-10-21,Intact,Lilbom,0
1485,2022-10-21,Leon,X-Rain,1
1486,2022-10-21,Leony,Shigekix,0
1487,2022-10-21,Cri6,Hiro10,1
1488,2022-10-21,Kid Karam,Nasty,1
1489,2022-10-21,Matita,Wigor,0
1490,2022-10-21,Illz,Phil Wizard,0
1491,2022-10-21,C Plus,Shigekix,0
1492,2022-10-21,Comet,Victor,0
1493,2022-10-21,Cis,Kuzya,0
1494,2022-10-21,Lussy Sky,Tsukki,1
1495,2022-10-21,Gravity,M17,1
1496,2022-10-21,Jeffro,Luan San,1
1497,2022-10-21,Kill,Lithe-ing,1
1498,2022-10-21,Dany Dann,Madtrack,1
1499,2022-10-21,Leon,Quake,1
1500,2022-10-21,Lorenzo,Zooty Zoot,0
1501,2022-10-21,Daniel,Pocket,1
1502,2022-10-21,Dol,Ra1on,0
1503,2022-10-21,Deeogo,Xak,0
1504,2022-10-21,Khalil,Toa,1
1505,2022-10-21,Jasper,Lilbom,0
1506,2022-10-21,Marlone,ShowMilk,1
1507,2022-10-21,Amir,Twister,1
1508,2022-10-21,Vero,Woosong,1
1509,2022-10-21,Shade,Sunni,0
1510,2022-10-21,Kalmius,Lil G,1
1511,2022-10-21,Lilma,Morris,0
1512,2022-10-21,Frankie,Issin,0
1513,2022-10-21,Lagaet,Mowgly,1
1514,2022-10-21,Lil Zoo,Poter,1
1515,2022-10-21,Issei,Tsubasa,1
1516,2022-10-21,Double D,Intact,0
1517,2022-10-21,Sheku,X-Rain,0
1518,2022-10-21,Leony,Moa,1
1519,2022-10-21,LookOut,Wigor,0
1520,2022-10-21,Cri6,Murda Ron,1
1521,2022-10-21,Lithe-ing,Nesco,1
1522,2022-10-21,Brokoli,Deeogo,0
1523,2022-10-21,Lil G,Wenlong,1
1524,2022-10-21,Devil,Pocket,0
1525,2022-10-21,Matto,Nasty,0
1526,2022-10-21,Cis,Kleju,1
1527,2022-10-21,El Nino,Tsubasa,0
1528,2022-10-21,Fat,Toa,0
1529,2022-10-21,Matita,Onton,1
1530,2022-10-21,Kid Karam,What21,1
1531,2022-10-21,Lorenzo,XL,1
1532,2022-10-21,Amin Drillz,Luan San,0
1533,2022-10-21,Grazy,M17,0
1534,2022-10-21,Superdragon,Victor,0
1535,2022-10-21,Kuzya,Minh,1
1536,2022-10-21,Toufeeq,Zooty Zoot,0
1537,2022-10-21,Daniel,Rsn,1
1538,2022-10-21,Rush,Xak,0
1539,2022-10-21,Groot,Khalil,0
1540,2022-10-21,Lilbom,Vicious,1
1541,2022-10-21,Jeian,Marlone,0
1542,2022-10-21,Soar,Vero,0
1543,2022-10-21,Sunni,Think,1
1544,2022-10-21,Chen,Kalmius,0
1545,2022-10-21,J Attack,Morris,0
1546,2022-10-21,Bam,Issei,0
1547,2022-10-21,Intact,Willy Roc,1
1548,2022-10-21,Jc Fresh,X-Rain,0
1549,2022-10-21,Leony,Said,1
1550,2022-10-21,Hiro10,Ricky Rulez,1
1551,2022-10-21,Lilma,Nazgul,1
1552,2022-10-21,ShowMilk,Tasic,1
1553,2022-10-21,Exaggerate,Moa,0
1554,2022-10-21,Jasper,Lucky,1
1555,2022-10-21,Comet,Create,1
1556,2022-10-21,Jeffro,Tirock,1
1557,2022-10-21,Gravity,Mighty Jimm,1
1558,2022-10-21,Double D,Hatsolo,1
1559,2022-10-21,Beat the Young Hustler,Lagaet,0
1560,2022-10-21,Haruto,Tsukki,0
1561,2022-10-21,Heady,Madtrack,0
1562,2022-10-21,Leon,Shamil,1
1563,2022-10-21,Lil Zoo,Valencio,1
1564,2022-10-21,C Plus,Cis,1
1565,2022-10-21,Deadly Dani,Illz,0
1566,2022-10-21,Ninonino,Twister,0
1567,2022-10-21,Frankie,Montuu,1
1568,2022-10-21,Dol,Marox,1
1569,2022-10-21,Khenobu,Kill,0
1570,2022-10-21,Dunk,Woosong,0
1571,2022-10-21,Sheku,Yoga,1
1572,2022-10-21,Shade,WT,1
1573,2022-10-21,Aape,Mowgly,0
1574,2022-10-21,Lunatic,Lussy Sky,0
1575,2022-10-21,Dany Dann,JohnnyFox,1
