,Date,p1,p2,label
0,2023-07-05,Kidmario,Noé,0
1,2023-07-05,Killian,Wilfried,1
2,2023-07-05,Noé,Wilfried,1
3,2023-07-05,Kidmario,Killian,0
4,2023-07-05,Kidmario,Wilfried,0
5,2023-07-05,Killian,Noé,0
6,2023-07-05,Dylan LO,Martin,0
7,2023-07-05,Luka,Wali,1
8,2023-07-05,Luka,Martin,1
9,2023-07-05,Dylan LO,Wali,1
10,2023-07-05,Dylan LO,Luka,0
11,2023-07-05,Martin,Wali,1
12,2023-07-05,Mounir,Yassif,0
13,2023-07-05,Marlone,Sekou,1
14,2023-07-05,Sekou,Yassif,0
15,2023-07-05,Marlone,Mounir,0
16,2023-07-05,Mounir,Sekou,1
17,2023-07-05,Marlone,Yassif,1
18,2023-07-05,Lucky,Nasty,0
19,2023-07-05,Dany Dann,Fresh Mez,1
20,2023-07-05,Fresh Mez,Lucky,0
21,2023-07-05,Dany Dann,Nasty,1
22,2023-07-05,Fresh Mez,Nasty,0
23,2023-07-05,Dany Dann,Lucky,1
55,2023-04-21,Amin Drillz,Hynamite,0
56,2023-04-21,Hynamite,Sigma,1
57,2023-04-21,Amin Drillz,Koda,1
58,2023-04-21,El Vasi,Hynamite,0
59,2023-04-21,Ghostface,Sigma,0
60,2023-04-21,Amin Drillz,Pain,1
61,2023-04-21,Koda,Rocknroli,1
62,2023-04-21,Felipe Macanudo,Hynamite,0
63,2023-04-21,El Vasi,Guti,1
64,2023-04-21,Sigma,Valo,1
65,2023-04-21,Flo,Ghostface,0
66,2023-04-21,Amin Drillz,Julien,1
67,2023-04-21,Kelt,Pain,0
68,2023-04-21,Coolboy,Koda,0
69,2023-04-21,Istwan,Rocknroli,0
70,2023-03-05,Cis,Kid Colombia,0
71,2023-03-05,Cis,Nazgul,1
72,2023-03-05,Kid Colombia,Stepper,1
73,2023-03-05,Nazgul,Toby,1
74,2023-03-05,Cis,Timbo,1
75,2023-03-05,IT,Kid Colombia,0
76,2023-03-05,Stepper,Tawfiq,1
77,2023-03-05,Liam,Nazgul,0
78,2023-03-05,Kenji,Toby,0
79,2023-03-05,Bentwood,Timbo,0
80,2023-03-05,Cis,Levi,1
81,2023-03-05,HD,Kid Colombia,0
82,2023-03-05,IT,Legove,1
83,2023-03-05,Bwanna,Stepper,0
84,2023-03-05,Dullart,Tawfiq,0
92,2023-02-19,Geru,Kangur,0
93,2023-02-19,Geru,Minigun,1
94,2023-02-19,Jee Ess,Kangur,0
95,2023-02-19,Gieras,Minigun,0
96,2023-02-19,Bartek,Geru,0
97,2023-02-19,Kangur,Nikita,1
98,2023-02-19,Jee Ess,Mysliwy,1
99,2023-02-19,Chorzel,Gieras,0
100,2023-02-19,Lil Drill,Minigun,0
101,2023-02-19,Geru,Zawisza,1
102,2023-02-19,Amstaff,Bartek,0
103,2023-02-19,2Haj,Kangur,0
104,2023-02-19,Martin,Nikita,0
105,2023-02-19,Brzoza,Jee Ess,0
106,2023-02-19,Mefedroniks,Mysliwy,0
129,2022-11-11,Lil Zoo,Wigor,1
130,2022-11-11,Mighty Jim,Wigor,0
131,2022-11-11,Illz,Lil Zoo,0
132,2022-11-11,Ali,Wigor,0
133,2022-11-11,Mighty Jim,Mini Joe,1
134,2022-11-11,Illz,Ozzi,1
135,2022-11-11,Issin,Lil Zoo,0
136,2022-11-11,Create,Wigor,0
137,2022-11-11,Ali,Mathis,1
138,2022-11-11,Cri6,Mighty Jim,0
139,2022-11-11,Jester,Mini Joe,0
140,2022-11-11,Illz,Leony,1
141,2022-11-11,Onel,Ozzi,0
142,2022-11-11,Flying Machine,Lil Zoo,0
143,2022-11-11,Daga,Issin,0
159,2022-11-12,Lee,Victor,0
160,2022-11-12,Victor,Yu-ki,1
161,2022-11-12,Issin,Lee,0
162,2022-11-12,Phil Wizard,Victor,0
163,2022-11-12,Lil Zoo,Yu-ki,0
164,2022-11-12,Amir,Lee,0
165,2022-11-12,Alvin,Issin,0
166,2022-11-12,Marlone,Victor,0
167,2022-11-12,Mini Joe,Phil Wizard,0
168,2022-11-12,Wigor,Yu-ki,0
169,2022-11-12,Lil Zoo,Wildchild,1
170,2022-11-12,Illz,Lee,0
171,2022-11-12,Amir,Mighty Jim,1
172,2022-11-12,Issin,Lorenzo,1
173,2022-11-12,Alvin,Quake,1
194,2022-07-08,Chau-Lin,Double D,1
195,2022-07-08,Chau-Lin,Cicov,1
196,2022-07-08,Double D,Light,1
197,2022-07-08,Artform,Cicov,0
198,2022-07-08,Chau-Lin,Sarro,1
199,2022-07-08,Light,Termi,1
200,2022-07-08,Double D,Flo,1
201,2022-07-08,Artform,DeadlyDani,1
202,2022-07-08,Cicov,Toni,1
203,2022-07-08,Sarro,Yosemite Sam,1
204,2022-07-08,Chau-Lin,Mik the Menace,1
205,2022-07-08,Light,Red Rock,1
206,2022-07-08,LamJino,Termi,0
207,2022-07-08,Erik Daily,Flo,0
208,2022-07-08,Double D,Tapio,1
223,2022-04-16,Lil Zoo,Marox,1
224,2022-04-16,Hynamite,Lil Zoo,0
225,2022-04-16,Istwan,Marox,0
226,2022-04-16,Lil Zoo,Marci Marc,1
227,2022-04-16,Amin Drillz,Hynamite,0
228,2022-04-16,Animus,Istwan,0
229,2022-04-16,Ibot,Marox,0
230,2022-04-16,Lil Zoo,Mogli,1
231,2022-04-16,Marci Marc,Philmo,1
232,2022-04-16,Hynamite,Roc Lee,1
233,2022-04-16,Amin Drillz,Töma,1
234,2022-04-16,Animus,Sevone,1
235,2022-04-16,Ghostface,Istwan,0
236,2022-04-16,Koda,Marox,0
237,2022-04-16,Ibot,Rock'n'Roli,1
260,2021-10-14,Amir,Nori,0
261,2021-10-14,Amir,Johnny Fox,1
262,2021-10-14,Lee,Nori,0
263,2021-10-14,Johnny Fox,Kuzya,1
264,2021-10-14,Amir,Pac Pac,1
265,2021-10-14,Lion,Nori,0
266,2021-10-14,Lee,Quake,1
267,2021-10-14,Jester,Johnny Fox,0
268,2021-10-14,Kuzya,Sheku,1
269,2021-10-14,Pac Pac,Pesto,1
270,2021-10-14,Amir,Morris,1
271,2021-10-14,Lion,Shane,1
272,2021-10-14,Nori,Wild Child,1
273,2021-10-14,Lee,Mini Joe,1
274,2021-10-14,Quake,The Wolfer,1
290,2021-11-05,Amir,Phil Wizard,1
291,2021-11-05,Amir,Flea Rock,1
292,2021-11-05,Lee,Phil Wizard,0
293,2021-11-05,Flea Rock,Shigekix,1
294,2021-11-05,Amir,Zoopreme,1
295,2021-11-05,Bart,Phil Wizard,0
296,2021-11-05,Lee,TawfiQ,1
297,2021-11-05,Johnny Fox,Shigekix,0
298,2021-11-05,Flea Rock,Thomaz,1
299,2021-11-05,Amir,Sunni,1
300,2021-11-05,Wild Jerry,Zoopreme,0
301,2021-11-05,Nori,Phil Wizard,0
302,2021-11-05,Bart,Lagaet,1
303,2021-11-05,Lee,Xak,1
304,2021-11-05,Gun,TawfiQ,0
334,2020-11-28,Alkolil,Shigekix,0
335,2020-11-28,Alkolil,Lil Zoo,1
336,2020-11-28,Shigekix,Vero,1
337,2020-11-28,Alkolil,Pac Pac,1
338,2020-11-28,Lil Zoo,Philip,1
339,2020-11-28,Killa-Kolya,Vero,0
340,2020-11-28,Kid Karam,Shigekix,0
378,2020-04-21,Mini Joe,Zip Rock,1
379,2020-04-21,Cheerito,Zip Rock,0
380,2020-04-21,Gun,Mini Joe,0
381,2020-04-21,Cheerito,NoIndex,1
382,2020-04-21,Exaggerate,Zip Rock,0
383,2020-04-21,Cis,Gun,0
384,2020-04-21,D-Prank,Mini Joe,0
385,2020-04-21,Cheerito,Elvis,1
386,2020-04-21,Banana Joe,NoIndex,0
387,2020-04-21,Kap,Zip Rock,0
388,2020-04-21,Exaggerate,OK,1
389,2020-04-21,Gun,Vicious,1
390,2020-04-21,Cis,Nazgul,1
391,2020-04-21,D-Prank,Timbo,1
392,2020-04-21,Lorenzo,Mini Joe,0
393,2020-04-21,Cheerito,Uho,1
394,2020-04-21,Elvis,Noé,1
395,2020-04-21,Banana Joe,Movycube,1
396,2020-04-21,Kirill Green,NoIndex,0
397,2020-04-21,R-One,Zip Rock,0
398,2020-04-21,Kap,Leon,1
399,2020-04-21,OK,Warrior,1
400,2020-04-21,Exaggerate,Lucas,1
401,2020-04-21,Gatoty,Vicious,0
402,2020-04-21,Gun,Question,1
403,2020-04-21,Drain,Nazgul,0
404,2020-04-21,Cis,Justice,1
405,2020-04-21,D-Prank,Killa Sebi,1
406,2020-04-21,Drill One,Timbo,0
407,2020-04-21,Mathis,Mini Joe,0
408,2020-04-21,A-S,Lorenzo,0
446,2019-09-20,Anton,Double D,1
447,2019-09-20,Double D,Qube,1
448,2019-09-20,Anton,Flex Holik,1
449,2019-09-20,Mayo,Qube,0
450,2019-09-20,Artform,Double D,0
451,2019-09-20,Flex Holik,NoIndex,1
452,2019-09-20,Anton,Light,1
453,2019-09-20,Qube,Wall-D,1
454,2019-09-20,Itz#Me,Mayo,0
455,2019-09-20,Artform,KcOne,1
456,2019-09-20,Double D,Toschkin,1
457,2019-09-20,NoIndex,Tai,1
458,2019-09-20,Flex Holik,Soulex,1
459,2019-09-20,Flo,Light,0
460,2019-09-20,Anton,Gizmo,1
461,2019-08-17,Nori,Shigekix,1
462,2019-08-17,Gen Roc,Shigekix,0
463,2019-08-17,Nori,Okey Joe,1
464,2019-08-17,Kossy,Shigekix,0
465,2019-08-17,Gen Roc,Yosh is Stoic,1
466,2019-08-17,Okey Joe,Ryo Flow,1
467,2019-08-17,Nori,Wing Zero,1
468,2019-08-17,KaZuMi,Kossy,0
469,2019-08-17,Hokt,Shigekix,0
470,2019-08-17,Toa,Yosh is Stoic,0
471,2019-08-17,Gen Roc,Yu-ki,1
472,2019-08-17,Kanta,Okey Joe,0
473,2019-08-17,Ryo Flow,Uki on Fire,1
474,2019-08-17,Lil En,Wing Zero,0
475,2019-08-17,Nori,Yu Ski,1
483,2019-04-13,Izaak,Jackson,0
484,2019-04-13,Infante,Jackson,0
485,2019-04-13,Izaak,Sheku,1
486,2019-04-13,Gribz,Jackson,0
487,2019-04-13,Infante,Razzle Roc,1
488,2019-04-13,Izaak,Kid Kelvin,1
489,2019-04-13,Marius,Sheku,0
490,2019-04-13,AJ The Cypher Cat,Gribz,0
491,2019-04-13,Jackson,Sunni,0
492,2019-04-13,Echo,Razzle Roc,0
493,2019-04-13,Eggy,Infante,0
494,2019-04-13,Izaak,Victor J.,1
495,2019-04-13,Daz,Kid Kelvin,0
496,2019-04-13,Sheku,Shoggs,1
497,2019-04-13,Enos,Marius,0
542,2019-03-16,Lucky,Simon,0
543,2019-03-16,Admiracles,Lucky,0
544,2019-03-16,Sambo,Simon,0
545,2019-03-16,Admiracles,Faisi,1
546,2019-03-16,Lucky,Rateb,1
547,2019-03-16,Jona,Sambo,0
548,2019-03-16,Simon,XL,1
549,2019-03-16,Admiracles,Saidon,1
550,2019-03-16,Adi Mino,Faisi,0
551,2019-03-16,Dacos,Rateb,0
552,2019-03-16,Kevin,Lucky,0
553,2019-03-16,Jona,Lawson,1
554,2019-03-16,Fababy,Sambo,0
555,2019-03-16,Titris,XL,0
556,2019-03-16,Hayabusa,Simon,0
730,2023-06-07,Baruzzo,Elpablix,1
731,2023-06-07,Faby,Yoga,1
732,2023-06-07,Elpablix,Faby,1
733,2023-06-07,Baruzzo,Yoga,1
734,2023-06-07,Elpablix,Reel,1
735,2023-06-07,Diggo,Faby,0
736,2023-06-07,Baruzzo,Messy,1
737,2023-06-07,Riki,Yoga,0
738,2023-06-07,Big Leo,Elpablix,0
739,2023-06-07,Dado,Reel,0
740,2023-06-07,Faby,Flow,1
741,2023-06-07,Diggo,Spin,1
742,2023-06-07,Baruzzo,Biagix,1
743,2023-06-07,Messy,Roman Reigns,1
744,2023-06-07,Blue B,Riki,0
745,2023-06-07,Gazza,Yoga,0
746,2023-06-07,Edo,Leo,1
747,2023-06-07,Gabriblu,Tiger,1
748,2023-06-07,Leo,Tiger,1
749,2023-06-07,Edo,Gabriblu,1
750,2023-06-07,Alex,Leo,0
751,2023-06-07,Markino,Tiger,0
752,2023-06-07,Gabriblu,Poppy,1
753,2023-06-07,Edo,Macaco,1
754,2023-06-07,Leo,Yak,1
755,2023-06-07,Alex,Dedo,1
756,2023-06-07,Flex,Tiger,0
757,2023-06-07,Diego,Markino,0
758,2023-06-07,Gattoboy,Poppy,0
759,2023-06-07,Chris,Gabriblu,0
760,2023-06-07,Edo,Sketch,1
761,2023-06-07,Macaco,Scugnizzu,1
762,2023-06-07,Mattix,Snap,0
763,2023-06-07,Blaze,Spider,0
764,2023-06-07,Blaze,Snap,0
765,2023-06-07,Mattix,Spider,1
766,2023-06-07,Eros,Snap,0
767,2023-06-07,Blaze,Comix,1
768,2023-06-07,Mattix,Tommy,1
769,2023-06-07,Ryk,Spider,0
770,2023-06-07,Formica Atomica,Slavi,1
771,2023-06-07,Ant,Cat,1
772,2023-06-07,Ant,Slavi,0
773,2023-06-07,Cat,Formica Atomica,0
774,2023-06-07,Matty,Slavi,0
775,2023-06-07,Ant,Mariooo,1
776,2023-06-07,Formica Atomica,Too Mucht,1
777,2023-06-07,Cat,Ciccio,1
778,2023-06-07,Sanza,Yuri,0
779,2023-06-07,Amos,Frenzy,1
780,2023-06-07,Amos,Yuri,0
781,2023-06-07,Frenzy,Sanza,0
782,2023-06-07,Dado,Yuri,0
783,2023-06-07,Amos,Stick,1
784,2023-06-07,Bisso,Frenzy,0
785,2023-06-07,Drillo,Sanza,0
786,2023-06-07,Simo,Simox,1
787,2023-06-07,Justigno,Kliker,1
788,2023-06-07,Kliker,Simox,0
789,2023-06-07,Justigno,Simo,0
790,2023-06-07,Kimba,Lil-Cat,1
844,2023-07-08,Chau-lin,M17,0
845,2023-07-08,Deadly Dani,Double D,0
846,2023-07-08,Deadly Dani,M17,0
847,2023-07-08,Chau-lin,Double D,1
848,2023-07-08,Deadly Dani,Flo,1
849,2023-07-08,Cheetah D,M17,0
850,2023-07-08,Chau-lin,Cicov,1
851,2023-07-08,Double D,Red Rock,1
852,2023-07-08,High5,Red Rock,0
853,2023-07-08,Deadly Dani,Toschkin,1
854,2023-07-08,High5,Toschkin,1
855,2023-07-08,Deadly Dani,Red Rock,1
856,2023-07-08,Red Rock,Toschkin,1
857,2023-07-08,Deadly Dani,High5,1
858,2023-07-08,Cheetah D,Snow,1
859,2023-07-08,Ali,Chau-lin,0
860,2023-07-08,Ali,Snow,1
862,2023-07-08,Ali,Cheetah D,0
863,2023-07-08,Chau-lin,Snow,1
864,2023-07-08,LamJiiiinoooo,M17,0
865,2023-07-08,Cicov,Plarent,1
866,2023-07-08,M17,Plarent,1
867,2023-07-08,Cicov,LamJiiiinoooo,1
868,2023-07-08,LamJiiiinoooo,Plarent,0
869,2023-07-08,Cicov,M17,0
870,2023-07-08,Flo,Midas,1
871,2023-07-08,Double D,Qube,1
872,2023-07-08,Flo,Qube,1
873,2023-07-08,Double D,Midas,1
874,2023-07-08,Midas,Qube,0
875,2023-07-08,Double D,Flo,1
876,2023-07-08,Double D,Sebastian,1
877,2023-07-08,Ali,Itz#Me,1
878,2023-07-08,Flo,YelloCat,1
879,2023-07-08,Midas,dani.rock,1
880,2023-07-08,Deadly Dani,Taz,1
881,2023-07-08,Minh,Qube,0
882,2023-07-08,AirMax,High5,0
883,2023-07-08,Dah Biest,Red Rock,0
884,2023-07-08,Cicov,Punkt,1
885,2023-07-08,Plarent,Shark,1
886,2023-07-08,M17,Space,1
887,2023-07-08,LamJiiiinoooo,Owtwo,1
888,2023-07-08,Chau-lin,Hungry Hicky,1
889,2023-07-08,Lafilove,Toschkin,0
890,2023-07-08,Reza,Snow,0
891,2023-07-08,Cheetah D,Vic,1
896,2023-06-25,Haruto,Renrën,0
897,2023-06-25,Haruto,Rion,1
898,2023-06-25,Ko-taro,Renrën,0
899,2023-06-25,Orion,Rion,0
900,2023-06-25,Haruto,Riou,1
901,2023-06-25,Jui,Ko-taro,0
902,2023-06-25,Renrën,Tomoki,1
910,2023-06-25,Mebius,Tsukki,0
911,2023-06-25,Tsukki,yuwma,1
912,2023-06-25,Mebius,Ra1on,1
913,2023-06-25,Soushi,Tsukki,0
914,2023-06-25,Sataandagi,yuwma,0
915,2023-06-25,Mebius,rakachi,1
916,2023-06-25,Ra1on,Teng Rock,1
921,2023-06-24,Apache,Bazuka,1
922,2023-06-24,Jackm8,Killya,0
923,2023-06-24,Apache,Jackm8,1
924,2023-06-24,Bazuka,Killya,1
925,2023-06-24,Apache,Eddy,1
926,2023-06-24,Jackm8,Teddy,1
927,2023-06-24,Killya,Rule,1
928,2023-06-24,Bazuka,Skyline,1
929,2023-06-24,Apache,Arash,1
930,2023-06-24,Eddy,Lucas Paul,1
931,2023-06-24,Jackm8,Spy,1
932,2023-06-24,Paul,Teddy,0
933,2023-06-24,Cün8,Killya,0
934,2023-06-24,Benjamin,Rule,0
935,2023-06-24,Masco,Skyline,0
936,2023-06-24,Bazuka,Leonardo,1
957,2023-10-14,Cicov,Saïd,0
958,2023-10-14,Chau-lin,Erik Daily,0
959,2023-10-14,Chau-lin,Saïd,0
960,2023-10-14,Cicov,Erik Daily,1
961,2023-10-14,Babbey,Chau-lin,0
962,2023-10-14,Flo,Saïd,0
963,2023-10-14,Cicov,Owtwo,1
964,2023-10-14,Erik Daily,Snow,1
965,2023-10-14,Babbey,Vic,1
966,2023-10-14,Chau-lin,Midas,1
967,2023-10-14,Saïd,Yanski,1
968,2023-10-14,Flo,Tayfun,1
969,2023-10-14,Owtwo,Roh-D,1
970,2023-10-14,Airmax,Cicov,0
971,2023-10-14,Shika,Snow,0
972,2023-10-14,Erik Daily,Red Rock,1
973,2023-10-14,FloyDthe47,Vic,0
974,2023-10-14,Babbey,YelloCat,1
975,2023-10-14,Midas,Plarent,1
976,2023-10-14,Chau-lin,PVL,1
977,2023-10-14,Lam Zon,Yanski,0
978,2023-10-14,Itz#Me,Saïd,0
979,2023-10-14,Minh,Tayfun,0
980,2023-10-14,Awake,Flo,0
981,2023-10-14,Roh-D,Shark,1
982,2023-10-14,Owtwo,Sebastian,1
983,2023-10-14,Cicov,P70,1
984,2023-10-14,Airmax,DeadlyDani,1
985,2023-10-14,Snow,Taz,1
986,2023-10-14,LamJiiiinoooo,Shika,0
987,2023-10-14,Dima,Red Rock,0
988,2023-10-14,Erik Daily,Niar,1
1005,2023-06-23,Alvin,Phil Wizard,0
1006,2023-06-23,Alvin,Thesis,1
1007,2023-06-23,Kid Karam,Phil Wizard,0
1008,2023-06-23,Shaymin,Thesis,0
1009,2023-06-23,Alvin,Kaê,1
1010,2023-06-23,Kid Karam,Lucky,1
1011,2023-06-23,Cis,Phil Wizard,0
1012,2023-06-23,Shaymin,Willastr8,1
1013,2023-06-23,Bad Matty,Thesis,0
1014,2023-06-23,Kaê,Zoon,1
1015,2023-06-23,Alvin,Matita,1
1016,2023-06-23,Jacks,Lucky,0
1017,2023-06-23,Kid Colombia,Kid Karam,0
1018,2023-06-23,Ceebri,Cis,0
1019,2023-06-23,Phil Wizard,Sheku,1
1027,2023-06-16,Hood,Rhythm Box,0
1028,2023-06-16,B-rage,Mowgli,0
1029,2023-06-16,B-rage,Rhythm Box,0
1030,2023-06-16,Hood,Mowgli,1
1031,2023-06-16,B-rage,Benji,1
1032,2023-06-16,Rhythm Box,SAUS,1
1033,2023-06-16,Hood,Iverson,1
1034,2023-06-16,Monk,Mowgli,0
1071,2023-04-06,Mighty Jimm,Said,1
1072,2023-04-06,Daniel,Ramy,1
1073,2023-04-06,El Nino,Mattix,1
1074,2023-04-06,M17,Quake,0
1075,2023-04-06,Ninonino,Pesto,0
1076,2023-04-06,Frankie,Neosan,0
1077,2023-04-06,Bowzee,Dux-M,1
1078,2023-04-06,Deadly Dani,Kill,0
1079,2023-04-06,Mass,Neo,1
1080,2023-04-06,Flo,Shade,1
1081,2023-04-06,Think,Tsukki,0
1082,2023-04-06,Onton,Wigor,0
1083,2023-04-06,Nasty,Onel,1
1084,2023-04-06,Hiro10,Poter,1
1085,2023-04-06,Cis,Wing,0
1086,2023-04-06,C Plus,Lilbom,0
1087,2023-04-06,Mass,Wing,0
1088,2023-04-06,Hiro10,Quake,1
1089,2023-04-06,Hiro10,Wing,0
1090,2023-04-06,Mass,Quake,1
1091,2023-04-06,Tsukki,Wing,0
1092,2023-04-06,Hiro10,Wigor,1
1093,2023-04-06,Mass,Mighty Jimm,1
1094,2023-04-06,Lilbom,Quake,0
1095,2023-04-06,Bowzee,Wing,0
1096,2023-04-06,Pesto,Tsukki,0
1097,2023-04-06,Hiro10,Kill,1
1098,2023-04-06,El Nino,Wigor,0
1099,2023-04-06,Mighty Jimm,Nasty,1
1100,2023-04-06,Daniel,Mass,0
1101,2023-04-06,Flo,Quake,0
1102,2023-04-06,Lilbom,Neosan,1
1151,2023-02-24,Amir,Jeffro,1
1152,2023-02-24,Kuzya,Shigekix,0
1153,2023-02-24,Jeffro,Kuzya,1
1154,2023-02-24,Amir,Shigekix,1
1155,2023-02-24,Jeffro,Lee,1
1156,2023-02-24,Issin,Kuzya,0
1157,2023-02-24,Gravity,Shigekix,0
1158,2023-02-24,Amir,Menno,1
1160,2023-02-24,Quake,Sunni,0
1161,2023-02-24,Menno,Quake,1
1162,2023-02-24,Lee,Sunni,1
1163,2023-02-24,Lee,Quake,1
1166,2023-02-24,Issin,Shigekix,0
1167,2023-02-24,Dany Dann,Issin,0
1168,2023-02-24,Shigekix,Xak,1
1169,2023-02-24,Issin,Xak,1
1170,2023-02-24,Dany Dann,Shigekix,0
1171,2023-02-24,Kill,Kuzya,0
1172,2023-02-24,Gravity,Toa,1
1173,2023-02-24,Kuzya,Toa,1
1174,2023-02-24,Gravity,Kill,1
1175,2023-02-24,Kill,Toa,1
1176,2023-02-24,Gravity,Kuzya,0
1179,2023-02-24,Jeffro,Wing,1
1180,2023-02-24,Amir,Phil Wizard,1
1181,2023-02-24,Amir,Wing,1
1182,2023-02-24,Jeffro,Phil Wizard,0
1183,2023-02-24,Lee,Leon,1
1184,2023-02-24,Lucky,Quake,0
1185,2023-02-24,Jw Fresh,Sunni,0
1186,2023-02-24,Jeffro,Lagaet,1
1187,2023-02-24,Khalil,Xak,0
1188,2023-02-24,Amir,Kid Karam,1
1189,2023-02-24,Kuzya,Lithe-ing,1
1190,2023-02-24,Kill,Lil Zoo,1
1191,2023-02-24,Menno,Wigor,1
1192,2023-02-24,Daniel,Issin,0
1193,2023-02-24,Cis,Toa,0
1194,2023-02-24,Gravity,Lil G,1
1195,2023-02-24,Lussy Sky,Wing,0
1196,2023-02-24,Shigekix,X-Rain,1
1197,2023-02-24,Lorenzo,Phil Wizard,0
1198,2023-02-24,Dany Dann,Onton,1
1199,2023-02-24,Lego,Onton,0
1200,2023-02-24,Quake,Sheku,1
1201,2023-02-24,Grazy,Toa,0
1202,2023-02-24,Jw Fresh,Mowgly,1
1203,2023-02-24,Jest,Lorenzo,0
1204,2023-02-24,Fat,Kill,0
1205,2023-02-24,Leony,Lil Zoo,0
1206,2023-02-24,Poter,X-Rain,0
1207,2023-02-24,Hatsolo,Lithe-ing,0
1208,2023-02-24,Deadly Dani,Lee,0
1209,2023-02-24,Kleju,Wing,0
1210,2023-02-24,Killa Kolya,Menno,0
1211,2023-02-24,Issin,Lilma,1
1212,2023-02-24,Broly,Lil G,0
1213,2023-02-24,Amir,Kastrito,1
1214,2023-02-24,JohnnyFox,Leon,0
1215,2023-02-24,Lucky,Moa,1
1216,2023-02-24,Cis,Flying Machine,1
1217,2023-02-24,M17,Sunni,0
1218,2023-02-24,Exaggerate,Lagaet,0
1219,2023-02-24,Khalil,Luan San,1
1220,2023-02-24,Gravity,Willy Roc,1
1221,2023-02-24,Snap,Xak,0
1222,2023-02-24,Daniel,Popster,1
1223,2023-02-24,Lussy Sky,Minigun,1
1224,2023-02-24,Cri,Wigor,0
1225,2023-02-24,Jeffro,Rato,1
1226,2023-02-24,Shigekix,Tornado,1
1227,2023-02-24,Double D,Kid Karam,0
1228,2023-02-24,Kalmius,Kuzya,0
1229,2023-02-24,Dux-M,Phil Wizard,0
1230,2023-02-24,Dany Dann,Mons,1
1279,2022-11-05,Dany Dann,Kid Karam,1
1280,2022-11-05,Daniel,Wigor,0
1281,2022-11-05,Daniel,Dany Dann,0
1282,2022-11-05,Kid Karam,Wigor,1
1283,2022-11-05,Daniel,Lagaet,1
1284,2022-11-05,Dany Dann,Kuzya,1
1285,2022-11-05,Exaggerate,Kid Karam,0
1286,2022-11-05,Lee,Wigor,0
1287,2022-11-05,Grazy,Lagaet,0
1288,2022-11-05,Lee,Menno,1
1289,2022-11-05,Lagaet,Menno,1
1290,2022-11-05,Grazy,Lee,0
1291,2022-11-05,Grazy,Menno,0
1292,2022-11-05,Lagaet,Lee,1
1293,2022-11-05,Deeogo,Tirock,1
1294,2022-11-05,Kid Karam,Kuzya,1
1295,2022-11-05,Deeogo,Kuzya,0
1296,2022-11-05,Kid Karam,Tirock,1
1297,2022-11-05,Kuzya,Tirock,1
1298,2022-11-05,Deeogo,Kid Karam,0
1299,2022-11-05,Exaggerate,Jet Leg,1
1300,2022-11-05,Dany Dann,Intact,1
1301,2022-11-05,Dany Dann,Jet Leg,1
1302,2022-11-05,Exaggerate,Intact,1
1303,2022-11-05,Dany Dann,Exaggerate,0
1304,2022-11-05,Intact,Jet Leg,0
1305,2022-11-05,Snap,Wigor,0
1307,2022-11-05,Daniel,Snap,1
1308,2022-11-05,Sunni,Wigor,0
1310,2022-11-05,Snap,Sunni,0
1311,2022-11-05,Chen,Grazy,0
1312,2022-11-05,Marrson,Tirock,0
1313,2022-11-05,Bruce Almighty,Snap,0
1314,2022-11-05,Fat,Jet Leg,0
1315,2022-11-05,Exaggerate,Lorenzo,1
1316,2022-11-05,Lagaet,Moa,1
1317,2022-11-05,Menno,XL,1
1318,2022-11-05,Amin Drillz,Lee,0
1319,2022-11-05,Lucky,Wigor,0
1320,2022-11-05,Khalil,Kid Karam,0
1321,2022-11-05,Amaro,Intact,0
1322,2022-11-05,Mighty Jimm,Sunni,0
1323,2022-11-05,Cis,Deeogo,0
1324,2022-11-05,Kuzya,Nasty,1
1325,2022-11-05,Daniel,Lussy Sky,1
1326,2022-11-05,Dany Dann,Xak,1
1327,2022-11-05,Bad Matty,Grazy,0
1328,2022-11-05,Martin,Mighty Jimm,0
1329,2022-11-05,Bruce Almighty,MiniGun,1
1330,2022-11-05,Fat,Justice,1
1331,2022-11-05,Lorenzo,Spider,1
1332,2022-11-05,Deeogo,M17,1
1333,2022-11-05,Elmonaattori,Exaggerate,0
1334,2022-11-05,Chen,Willy,1
1335,2022-11-05,Lil Kev,Marrson,0
1336,2022-11-05,Kaneki,Moa,0
1337,2022-11-05,Menno,Sheku,1
1338,2022-11-05,Lee,Said,1
1339,2022-11-05,Lagaet,Tricky,1
1340,2022-11-05,Erwan,Wigor,0
1341,2022-11-05,Kid Karam,Nazgul,1
1342,2022-11-05,Deijva,Intact,0
1343,2022-11-05,Laziness,Sunni,0
1344,2022-11-05,Deadly Dani,XL,0
1345,2022-11-05,Amin Drillz,Flying Buddha,1
1346,2022-11-05,Mattix,Nasty,0
1347,2022-11-05,Daniel,Flaya,1
1348,2022-11-05,Poter,Snap,0
1349,2022-11-05,Double D,Tirock,0
1350,2022-11-05,Hatsolo,Lucky,0
1351,2022-11-05,Amaro,Mowgly,1
1352,2022-11-05,Cis,Neosan,1
1353,2022-11-05,Kae,Khalil,0
1354,2022-11-05,Jet Leg,Lil Zoo,1
1355,2022-11-05,Dany Dann,Kleju,1
1356,2022-11-05,Cis,Kuzya,0
1357,2022-11-05,Lussy Sky,Pesto,1
1358,2022-11-05,JohnnyFox,Xak,0
