,key,rating,valid_from,valid_to,ranking,deviation,volatility
2559,Leony,"(1621.6233134667207, 211.68481626495648, 0.06000094149841157)",2022-11-11,2023-02-24,1621.6233134667207,211.68481626495648,0.06000094149841157
2560,Leony,"(1575.606130738957, 190.2477237602863, 0.059999481702511584)",2023-02-24,,1575.606130738957,190.2477237602863,0.059999481702511584
2561,Macaco,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-07,1500.0,350.0,0.06
2562,Macaco,"(1432.4172360042342, 301.8282228434086, 0.059999075222909454)",2023-06-07,2023-06-07,1432.4172360042342,301.8282228434086,0.059999075222909454
2563,Macaco,"(1581.2831327537392, 261.62068091850733, 0.05999947770109988)",2023-06-07,,1581.2831327537392,261.62068091850733,0.05999947770109988
2564,Echo,"(1500.0, 350.0, 0.06)",2017-05-11,2019-04-13,1500.0,350.0,0.06
2565,Echo,"(1337.6891050238826, 290.3189646747521, 0.06)",2019-04-13,,1337.6891050238826,290.3189646747521,0.06
2566,Tunde,"(1500.0, 350.0, 0.06)",2017-05-11,2021-06-26,1500.0,350.0,0.06
2567,Tunde,"(1392.9007756512106, 274.35715892413987, 0.05999873544400137)",2021-06-26,2021-06-26,1392.9007756512106,274.35715892413987,0.05999873544400137
2568,Tunde,"(1646.5101429818612, 249.4153189276894, 0.06000397985942265)",2021-06-26,2021-06-26,1646.5101429818612,249.4153189276894,0.06000397985942265
2569,Tunde,"(1753.0994722361602, 220.74164730278244, 0.060003938342223104)",2021-06-26,,1753.0994722361602,220.74164730278244,0.060003938342223104
2570,Space,"(1500.0, 350.0, 0.06)",2017-05-11,2023-07-08,1500.0,350.0,0.06
2571,Space,"(1390.758707542357, 268.25196246421206, 0.059998600478334795)",2023-07-08,,1390.758707542357,268.25196246421206,0.059998600478334795
2572,rakachi,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-25,1500.0,350.0,0.06
2573,rakachi,"(1373.261336317098, 275.40534271512354, 0.05999908890430644)",2023-06-25,,1373.261336317098,275.40534271512354,0.05999908890430644
2574,Leonardo,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-24,1500.0,350.0,0.06
2575,Leonardo,"(1342.306791732748, 275.5658502440619, 0.059999713856134874)",2023-06-24,,1342.306791732748,275.5658502440619,0.059999713856134874
2576,Wigor,"(1500.0, 350.0, 0.06)",2017-05-11,2017-05-11,1500.0,350.0,0.06
2577,Wigor,"(1419.982404302014, 292.29057668285174, 0.059998911863392124)",2017-05-11,2017-05-11,1419.982404302014,292.29057668285174,0.059998911863392124
