,Date,p1,p2,label
2083,2019-09-14,Csepke,Roxy,0
2084,2019-09-14,Ami,Ayane,1
2085,2019-09-14,Ayane,Csepke,1
2086,2019-09-14,Ami,Roxy,1
2116,2019-04-24,Ayane,Eru,1
2117,2019-04-24,Lady Banan,Yell,0
2118,2019-04-24,Eru,Lady Banan,1
2119,2019-04-24,Ayane,Yell,1
2120,2019-04-24,Eru,Tinie Rawk,1
2121,2019-04-24,Jo,Lady Banan,0
2122,2019-04-24,Ayane,Kiwi,1
2123,2019-04-24,DC,Yell,0
2124,2019-04-24,Kiwi,Yani,1
2142,2019-06-23,Ami,Sunny,1
2143,2019-06-23,Jilou,Ying Zi,1
2144,2019-06-23,Sunny,Ying Zi,1
2145,2019-06-23,Ami,Jilou,1
2146,2019-06-23,Jilou,Lluvia,1
2147,2019-06-23,Queen Mary,Roxy,1
2148,2019-06-23,Jilou,Roxy,0
2149,2019-06-23,Lluvia,Queen Mary,0
2150,2019-06-23,Lluvia,Roxy,0
2151,2019-06-23,Jilou,Queen Mary,1
2152,2019-06-23,Ayane,Fresh Bella,1
2154,2019-06-23,Ayane,Ying Zi,0
2156,2019-06-23,Fresh Bella,Ying Zi,0
2157,2019-06-23,Ayane,Logistx,1
2158,2019-06-23,Madmax,Sunny,0
2159,2019-06-23,Fenqi,Vavi,1
2160,2019-06-23,Fenqi,Madmax,1
2161,2019-06-23,Sunny,Vavi,1
2162,2019-06-23,Fenqi,Sunny,0
2163,2019-06-23,Madmax,Vavi,1
2164,2019-06-23,Paulina,Ramona,0
2165,2019-06-23,Ami,DR.C,1
2166,2019-06-23,DR.C,Ramona,1
2167,2019-06-23,Ami,Paulina,1
2168,2019-06-23,DR.C,Paulina,1
2169,2019-06-23,Ami,Ramona,1
2226,2019-04-20,Ayane,Sunny,0
2227,2019-04-20,Ram,Sunny,0
2228,2019-04-20,Ayane,Mono,1
2229,2019-04-20,Kona,Sunny,0
2230,2019-04-20,Con,Ram,0
2231,2019-04-20,Ayane,梨虹,1
2232,2019-04-20,Mono,Yurie,1
2248,2018-10-11,Emma,Ram,0
2249,2018-10-11,Matina,Yell,0
2250,2018-10-11,Emma,Matina,1
2251,2018-10-11,Ram,Yell,1
2252,2018-10-11,Lexy,Matina,0
2253,2018-10-11,Carlota,Emma,0
2254,2018-10-11,Ivy,Yell,0
2255,2018-10-11,Ram,Vicky,1
2256,2018-10-11,Carlota,Vale,1
2257,2018-10-11,Anastasia,Yell,0
2258,2018-10-11,Ivy,Lexy,1
2259,2018-10-11,Ella,Matina,0
2260,2018-10-11,Emma,Vicky,1
2261,2018-10-11,Csepke,Ram,0
2262,2018-10-11,Anastasia,Carlota,0
2263,2018-10-11,Vale,Yell,0
2264,2018-10-11,Ella,Lexy,0
2265,2018-10-11,Ivy,Matina,0
2266,2018-10-11,Csepke,Vicky,0
2267,2018-10-11,Emma,Ram,0
2269,2018-10-11,Carlota,Yell,0
2270,2018-10-11,Ella,Ivy,0
2271,2018-10-11,Lexy,Matina,0
2272,2018-10-11,Csepke,Emma,0
2273,2018-10-11,Ram,Vicky,1
2300,2018-05-20,Matina,Ram,0
2301,2018-05-20,Uruha,Yell,0
2302,2018-05-20,Ram,Yell,1
2303,2018-05-20,Matina,Uruha,1
2304,2018-05-20,Connie,Ram,0
2305,2018-05-20,Minseo,Yell,0
2306,2018-05-20,Lexy,Uruha,0
2307,2018-05-20,Carlota,Matina,0
2308,2018-05-20,Minseo,Nadjaya,1
2310,2018-05-20,Lexy,Minseo,0
2311,2018-05-20,Maess'One,Nadjaya,1
2312,2018-05-20,Lexy,Nadjaya,1
2314,2018-05-20,Uruha,Vicky,1
2316,2018-05-20,Ivy,Uruha,0
2317,2018-05-20,Connie,Vicky,1
2318,2018-05-20,Ivy,Vicky,0
2319,2018-05-20,Connie,Uruha,0
2320,2018-05-20,Uzelok,Yell,0
2321,2018-05-20,Matina,Vale,1
2322,2018-05-20,Vale,Yell,0
2324,2018-05-20,Uzelok,Vale,0
2326,2018-05-20,Anastasia,Carlota,0
2327,2018-05-20,Emma,Ram,0
2328,2018-05-20,Carlota,Emma,1
2329,2018-05-20,Anastasia,Ram,0
2330,2018-05-20,Anastasia,Emma,0
2331,2018-05-20,Carlota,Ram,0
2395,2017-12-02,Ram,Yell,1
2396,2017-12-02,Nao,Uruha,0
2397,2017-12-02,Nao,Ram,0
2398,2017-12-02,Uruha,Yell,0
2399,2017-12-02,Az,So,1
2400,2017-12-02,Lulu,Yell,0
2401,2017-12-02,Az,Lulu,1
2402,2017-12-02,So,Yell,0
2403,2017-12-02,Lulu,So,0
2404,2017-12-02,Az,Yell,0
2405,2017-12-02,Jen,Uruha,0
2406,2017-12-02,Coco,Minseo,0
2407,2017-12-02,Coco,Uruha,0
2408,2017-12-02,Jen,Minseo,0
2409,2017-12-02,Coco,Jen,0
2410,2017-12-02,Minseo,Uruha,0
2411,2017-12-02,Moe,Uli,1
2412,2017-12-02,Ivy,Nao,0
2413,2017-12-02,Ivy,Moe,0
2414,2017-12-02,Nao,Uli,1
2415,2017-12-02,Ivy,Uli,0
2416,2017-12-02,Moe,Nao,0
2417,2017-12-02,Altysha,Raon,0
2418,2017-12-02,Ram,Yona,1
2419,2017-12-02,Altysha,Yona,1
2420,2017-12-02,Ram,Raon,1
2421,2017-12-02,Raon,Yona,1
2422,2017-12-02,Altysha,Ram,0
2475,2017-05-11,Matina,Uzelok,1
2476,2017-05-11,Carlota,Maess'One,1
2477,2017-05-11,Maess'One,Uzelok,0
2478,2017-05-11,Carlota,Matina,0
2479,2017-05-11,Csepke,Ella,1
2481,2017-05-11,Csepke,Lexy,0
2482,2017-05-11,Ella,Uzelok,0
2483,2017-05-11,Ella,Lexy,0
2484,2017-05-11,Csepke,Uzelok,0
2485,2017-05-11,Flexie,Lee (Russia),0
2486,2017-05-11,Carlota,Solid,1
2487,2017-05-11,Lee (Russia),Solid,1
2489,2017-05-11,Flexie,Solid,1
2490,2017-05-11,Carlota,Lee (Russia),1
2491,2017-05-11,Anastasia,Maess'One,0
2492,2017-05-11,Emmy,Emélia,1
2493,2017-05-11,Emélia,Maess'One,0
2494,2017-05-11,Anastasia,Emmy,0
2495,2017-05-11,Anastasia,Emélia,0
2496,2017-05-11,Emmy,Maess'One,0
2497,2017-05-11,Ivy,Vicky,0
2498,2017-05-11,Matina,Tigra,1
2499,2017-05-11,Tigra,Vicky,0
2500,2017-05-11,Ivy,Matina,0
2501,2017-05-11,Ivy,Tigra,1
2502,2017-05-11,Matina,Vicky,1
2558,2017-12-17,Connie,Emma,1
2559,2017-12-17,Esya,Nadjaya,1
2560,2017-12-17,Emma,Esya,1
2561,2017-12-17,Connie,Nadjaya,1
2562,2017-12-17,Connie,Esya,1
2563,2017-12-17,Emma,Nadjaya,1
2595,2017-06-10,Connie,Esya,1
2596,2017-06-10,Connie,Emma,1
2597,2017-06-10,Emma,Esya,1
2598,2017-06-10,Esya,Nadjaya,1
2599,2017-06-10,Connie,Nadjaya,1
2600,2017-06-10,Emma,Nadjaya,1
