,key,rating,valid_from,valid_to,ranking,deviation,volatility
1749,Uzelok,"(1622.8596831083132, 173.6154035931077, 0.059998724552515176)",2018-05-20,,1622.8596831083132,173.6154035931077,0.059998724552515176
1750,Alicia,"(1500.0, 350.0, 0.06)",2017-05-11,2023-07-08,1500.0,350.0,0.06
1751,Alicia,"(1662.3108949761174, 290.3189646747521, 0.06)",2023-07-08,2023-07-08,1662.3108949761174,290.3189646747521,0.06
1752,Alicia,"(1466.7336852851324, 231.3919502222727, 0.06000154573766648)",2023-07-08,2023-07-08,1466.7336852851324,231.3919502222727,0.06000154573766648
1753,Alicia,"(1491.6856479480352, 218.54226159914447, 0.060000722397171455)",2023-07-08,2023-10-14,1491.6856479480352,218.54226159914447,0.060000722397171455
1754,Alicia,"(1428.9176043163206, 190.52816671729798, 0.05999922861018328)",2023-10-14,2023-10-14,1428.9176043163206,190.52816671729798,0.05999922861018328
1755,Alicia,"(1498.7716136112463, 173.32546602934985, 0.05999900207376669)",2023-10-14,,1498.7716136112463,173.32546602934985,0.05999900207376669
1756,Queen Mary,"(1500.0, 350.0, 0.06)",2017-05-11,2019-06-23,1500.0,350.0,0.06
1757,Queen Mary,"(1342.306791732748, 275.5658502440619, 0.059999713856134874)",2019-06-23,2019-06-23,1342.306791732748,275.5658502440619,0.059999713856134874
1758,Queen Mary,"(1449.1290461376504, 237.95758813102384, 0.059999233592227925)",2019-06-23,2019-06-23,1449.1290461376504,237.95758813102384,0.059999233592227925
1759,Queen Mary,"(1617.3105556207615, 219.002210502676, 0.06000285685805484)",2019-06-23,2019-09-14,1617.3105556207615,219.002210502676,0.06000285685805484
1760,Queen Mary,"(1594.3954217661187, 207.71338208498418, 0.06000202774991818)",2019-09-14,2019-09-14,1594.3954217661187,207.71338208498418,0.06000202774991818
1761,Queen Mary,"(1618.314412588789, 197.73746810569455, 0.06000119477339367)",2019-09-14,,1618.314412588789,197.73746810569455,0.06000119477339367
1762,Swami,"(1500.0, 350.0, 0.06)",2017-05-11,2022-10-21,1500.0,350.0,0.06
1763,Swami,"(1364.750021279146, 259.7933031238486, 0.05999892218166279)",2022-10-21,2022-10-21,1364.750021279146,259.7933031238486,0.05999892218166279
1764,Swami,"(1330.456722816249, 238.27581141101032, 0.05999796416387626)",2022-10-21,2022-10-21,1330.456722816249,238.27581141101032,0.05999796416387626
1765,Swami,"(1435.3459747219297, 210.90103420792008, 0.05999796416387626)",2022-10-21,2022-10-21,1435.3459747219297,210.90103420792008,0.05999796416387626
1766,Swami,"(1518.3344751505374, 195.81818784787805, 0.05999834943059546)",2022-10-21,2022-10-21,1518.3344751505374,195.81818784787805,0.05999834943059546
1767,Swami,"(1497.5975521940197, 185.90743190984952, 0.05999730437136251)",2022-10-21,2022-11-12,1497.5975521940197,185.90743190984952,0.05999730437136251
1768,Swami,"(1613.1342100159177, 169.12794121411017, 0.06000145446537713)",2022-11-12,2022-11-12,1613.1342100159177,169.12794121411017,0.06000145446537713
1769,Swami,"(1596.3670606420512, 162.56200681630605, 0.06000042468909364)",2022-11-12,2023-02-24,1596.3670606420512,162.56200681630605,0.06000042468909364
1770,Swami,"(1527.5747390658, 148.7517452568123, 0.06000100379037468)",2023-02-24,2023-04-06,1527.5747390658,148.7517452568123,0.06000100379037468
1771,Swami,"(1478.6727366142702, 138.3400447557938, 0.060000683429443376)",2023-04-06,2023-04-06,1478.6727366142702,138.3400447557938,0.060000683429443376
1772,Swami,"(1520.7946092474408, 131.47238153983145, 0.060000683429443376)",2023-04-06,2023-04-06,1520.7946092474408,131.47238153983145,0.060000683429443376
1773,Swami,"(1571.5525347986793, 124.1368202780614, 0.06000206593353903)",2023-04-06,2023-04-06,1571.5525347986793,124.1368202780614,0.06000206593353903
1774,Swami,"(1595.966582380292, 121.19854532916527, 0.06000169485560374)",2023-04-06,2023-04-06,1595.966582380292,121.19854532916527,0.06000169485560374
1775,Swami,"(1579.1006957260483, 117.26467853555768, 0.06000025307344203)",2023-04-06,,1579.1006957260483,117.26467853555768,0.06000025307344203
1776,Indi,"(1500.0, 350.0, 0.06)",2017-05-11,2018-12-15,1500.0,350.0,0.06
1777,Indi,"(1662.3108949761174, 290.3189646747521, 0.06)",2018-12-15,2018-12-15,1662.3108949761174,290.3189646747521,0.06
1778,Indi,"(1348.7435418943019, 270.1530705195424, 0.060006116211997834)",2018-12-15,,1348.7435418943019,270.1530705195424,0.060006116211997834
1779,Michika,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-25,1500.0,350.0,0.06
1780,Michika,"(1337.6891050238826, 290.3189646747521, 0.06)",2023-06-25,,1337.6891050238826,290.3189646747521,0.06
1781,YasminTee,"(1500.0, 350.0, 0.06)",2017-05-11,2023-10-14,1500.0,350.0,0.06
1782,YasminTee,"(1373.2922569372818, 261.85273733447525, 0.059998772285846186)",2023-10-14,,1373.2922569372818,261.85273733447525,0.059998772285846186
1783,Yani,"(1500.0, 350.0, 0.06)",2017-05-11,2019-04-24,1500.0,350.0,0.06
1784,Yani,"(1286.683480087841, 282.1631713461549, 0.060001129496694644)",2019-04-24,,1286.683480087841,282.1631713461549,0.060001129496694644
1785,Nadia,"(1500.0, 350.0, 0.06)",2017-05-11,2021-11-05,1500.0,350.0,0.06
1786,Nadia,"(2069.8604360347344, 334.6398594389463, 0.06001023726669801)",2021-11-05,2021-11-05,2069.8604360347344,334.6398594389463,0.06001023726669801
1787,Nadia,"(1763.1577520864876, 274.66578949396796, 0.06001066550405814)",2021-11-05,2021-11-05,1763.1577520864876,274.66578949396796,0.06001066550405814
1788,Nadia,"(1887.8357352583635, 237.19808053549195, 0.060010416752309836)",2021-11-05,2022-10-21,1887.8357352583635,237.19808053549195,0.060010416752309836
1789,Nadia,"(1842.6498046247698, 212.1227591241576, 0.0600094719607353)",2022-10-21,2022-10-21,1842.6498046247698,212.1227591241576,0.0600094719607353
1790,Nadia,"(1731.3988967227701, 184.5451785547193, 0.06000916088253063)",2022-10-21,2022-10-21,1731.3988967227701,184.5451785547193,0.06000916088253063
1791,Nadia,"(1668.3901281929625, 166.26956323457011, 0.06000823522135872)",2022-10-21,2022-10-21,1668.3901281929625,166.26956323457011,0.06000823522135872
1792,Nadia,"(1701.971826675829, 159.36415784909875, 0.060007584782585846)",2022-10-21,2022-10-21,1701.971826675829,159.36415784909875,0.060007584782585846
1793,Nadia,"(1746.3970291380806, 151.34823496960124, 0.06000714800017773)",2022-10-21,2022-11-05,1746.3970291380806,151.34823496960124,0.06000714800017773
1794,Nadia,"(1763.1678703593705, 146.22125033588753, 0.06000619549512734)",2022-11-05,2022-11-05,1763.1678703593705,146.22125033588753,0.06000619549512734
1795,Nadia,"(1724.1404582518576, 137.29345132280594, 0.06000519505134486)",2022-11-05,2022-11-05,1724.1404582518576,137.29345132280594,0.06000519505134486
1796,Nadia,"(1661.5084755552111, 129.66105162119794, 0.060006300229092355)",2022-11-05,2022-11-05,1661.5084755552111,129.66105162119794,0.060006300229092355
1797,Nadia,"(1683.044576294415, 126.52042430000603, 0.0600056604874091)",2022-11-05,2023-02-24,1683.044576294415,126.52042430000603,0.0600056604874091
1798,Nadia,"(1668.9505694428117, 122.79184491963272, 0.06000441027977912)",2023-02-24,,1668.9505694428117,122.79184491963272,0.06000441027977912
1799,Riko,"(1500.0, 350.0, 0.06)",2017-05-11,2022-05-26,1500.0,350.0,0.06
1800,Riko,"(1392.3070278349185, 270.8098345226291, 0.05999864649855619)",2022-05-26,2022-05-26,1392.3070278349185,270.8098345226291,0.05999864649855619
1801,Riko,"(1644.3184862898786, 250.11792245963724, 0.06000396737732175)",2022-05-26,2022-05-26,1644.3184862898786,250.11792245963724,0.06000396737732175
1802,Riko,"(1565.3758470324879, 215.92020355781244, 0.06000290003863485)",2022-05-26,2022-05-26,1565.3758470324879,215.92020355781244,0.06000290003863485
1803,Riko,"(1497.0508483352887, 189.12473654512786, 0.0600017073474953)",2022-05-26,2022-10-21,1497.0508483352887,189.12473654512786,0.0600017073474953
1804,Riko,"(1468.0795238002936, 176.81186387627815, 0.060000381547389264)",2022-10-21,2022-10-21,1468.0795238002936,176.81186387627815,0.060000381547389264
1805,Riko,"(1572.2940760090132, 163.18656564251788, 0.060004247051987265)",2022-10-21,2022-10-21,1572.2940760090132,163.18656564251788,0.060004247051987265
1806,Riko,"(1565.179949664399, 160.50312831848106, 0.06000370389560361)",2022-10-21,2022-10-21,1565.179949664399,160.50312831848106,0.06000370389560361
1807,Riko,"(1638.5849530224373, 148.90545696387667, 0.060005375575674536)",2022-10-21,2022-10-21,1638.5849530224373,148.90545696387667,0.060005375575674536
1808,Riko,"(1668.038015434097, 143.83401106300713, 0.06000478102758997)",2022-10-21,2022-10-21,1668.038015434097,143.83401106300713,0.06000478102758997
1809,Riko,"(1752.565884004866, 137.8540073343863, 0.06000947314012215)",2022-10-21,2022-10-21,1752.565884004866,137.8540073343863,0.06000947314012215
1810,Riko,"(1764.8359565035762, 135.01364594935652, 0.060008720234197586)",2022-10-21,2022-10-21,1764.8359565035762,135.01364594935652,0.060008720234197586
1811,Riko,"(1783.230425008441, 130.30626626164127, 0.06000764013108615)",2022-10-21,2023-02-24,1783.230425008441,130.30626626164127,0.06000764013108615
1812,Riko,"(1749.8235936866677, 123.17648376765827, 0.06000652830970353)",2023-02-24,2023-04-06,1749.8235936866677,123.17648376765827,0.06000652830970353
1813,Riko,"(1795.096505446612, 117.28314904117995, 0.06000658223189302)",2023-04-06,2023-04-06,1795.096505446612,117.28314904117995,0.06000658223189302
1814,Riko,"(1813.9472387727992, 114.52685756295534, 0.06000580505154503)",2023-04-06,2023-04-06,1813.9472387727992,114.52685756295534,0.06000580505154503
1815,Riko,"(1822.7849799094367, 112.63955974710022, 0.06000492750605557)",2023-04-06,2023-04-06,1822.7849799094367,112.63955974710022,0.06000492750605557
1816,Riko,"(1837.5142413140052, 109.6117623116297, 0.060003835302937236)",2023-04-06,2023-04-06,1837.5142413140052,109.6117623116297,0.060003835302937236
1817,Riko,"(1849.477436855655, 107.68848701765182, 0.06000297880351341)",2023-04-06,,1849.477436855655,107.68848701765182,0.06000297880351341
1818,Killa Kim,"(1500.0, 350.0, 0.06)",2017-05-11,2021-10-14,1500.0,350.0,0.06
1819,Killa Kim,"(1658.7648866956924, 276.4177723785699, 0.05999974897520208)",2021-10-14,2021-10-14,1658.7648866956924,276.4177723785699,0.05999974897520208
1820,Killa Kim,"(1519.3945018056086, 237.06146371970846, 0.06000002855371145)",2021-10-14,,1519.3945018056086,237.06146371970846,0.06000002855371145
1821,Kotya,"(1500.0, 350.0, 0.06)",2017-05-11,2021-06-26,1500.0,350.0,0.06
1822,Kotya,"(1317.7944505644034, 258.18010870822826, 0.06000025249043209)",2021-06-26,2021-12-04,1317.7944505644034,258.18010870822826,0.06000025249043209
1823,Kotya,"(1312.3791455465116, 254.79005575781133, 0.060000084008107406)",2021-12-04,2021-12-04,1312.3791455465116,254.79005575781133,0.060000084008107406
1824,Kotya,"(1423.3861019552683, 222.82886692895948, 0.05999991563785504)",2021-12-04,2021-12-04,1423.3861019552683,222.82886692895948,0.05999991563785504
1825,Kotya,"(1551.0284005580145, 204.08197266755346, 0.06000201235534289)",2021-12-04,,1551.0284005580145,204.08197266755346,0.06000201235534289
1826,Logistx,"(1500.0, 350.0, 0.06)",2017-05-11,2019-06-23,1500.0,350.0,0.06
1827,Logistx,"(1444.2754297108006, 304.0676412547048, 0.05999906464630429)",2019-06-23,2019-09-14,1444.2754297108006,304.0676412547048,0.05999906464630429
1828,Logistx,"(1423.2103926386646, 288.70401563277545, 0.05999860573073018)",2019-09-14,2019-09-14,1423.2103926386646,288.70401563277545,0.05999860573073018
1829,Logistx,"(1515.1007779947374, 243.54668693957038, 0.05999759832317025)",2019-09-14,2019-09-14,1515.1007779947374,243.54668693957038,0.05999759832317025
1830,Logistx,"(1657.0088670012149, 210.07587874638037, 0.05999942565945254)",2019-09-14,2019-09-14,1657.0088670012149,210.07587874638037,0.05999942565945254
1831,Logistx,"(1764.3277991841212, 190.5080163557056, 0.060000456550462704)",2019-09-14,2019-09-14,1764.3277991841212,190.5080163557056,0.060000456550462704
1832,Logistx,"(1671.2249985476815, 174.43721788750804, 0.06000087179726977)",2019-09-14,2019-09-14,1671.2249985476815,174.43721788750804,0.06000087179726977
1833,Logistx,"(1707.6111092075237, 166.48188752525144, 0.06000021759455432)",2019-09-14,2021-11-05,1707.6111092075237,166.48188752525144,0.06000021759455432
1834,Logistx,"(1809.0175600453852, 160.16712881866897, 0.060004095643055595)",2021-11-05,2021-11-05,1809.0175600453852,160.16712881866897,0.060004095643055595
1835,Logistx,"(1878.5136916303397, 154.60444250298002, 0.060005214918469954)",2021-11-05,2021-11-05,1878.5136916303397,154.60444250298002,0.060005214918469954
1836,Logistx,"(1918.7055043946661, 144.21293637497726, 0.06000426263079523)",2021-11-05,2021-11-05,1918.7055043946661,144.21293637497726,0.06000426263079523
1837,Logistx,"(1974.2995869454458, 134.73902621385818, 0.060003703095098476)",2021-11-05,2022-11-12,1974.2995869454458,134.73902621385818,0.060003703095098476
1838,Logistx,"(1994.0003562685856, 129.2607791763527, 0.06000285888424949)",2022-11-12,2022-11-12,1994.0003562685856,129.2607791763527,0.06000285888424949
1839,Logistx,"(2004.5850616855903, 126.35867558030725, 0.060002188054160056)",2022-11-12,2022-11-12,2004.5850616855903,126.35867558030725,0.060002188054160056
1840,Logistx,"(1959.395816245621, 120.24565999681727, 0.06000168451674102)",2022-11-12,2022-11-12,1959.395816245621,120.24565999681727,0.06000168451674102
1841,Logistx,"(1990.5000030559906, 114.6277159428577, 0.060000848407302215)",2022-11-12,2023-04-06,1990.5000030559906,114.6277159428577,0.060000848407302215
1842,Logistx,"(1928.7646742193551, 114.59722396406606, 0.06000730766237112)",2023-04-06,2023-04-06,1928.7646742193551,114.59722396406606,0.06000730766237112
1843,Logistx,"(1936.759410952313, 113.57413190016825, 0.06000679474879534)",2023-04-06,,1936.759410952313,113.57413190016825,0.06000679474879534
1844,SoFly,"(1500.0, 350.0, 0.06)",2017-05-11,2022-05-26,1500.0,350.0,0.06
1845,SoFly,"(1405.56357762143, 273.5366094749992, 0.0599985273920589)",2022-05-26,2023-04-21,1405.56357762143,273.5366094749992,0.0599985273920589
1846,SoFly,"(1487.450081694752, 230.07496589195702, 0.05999726012726238)",2023-04-21,2023-04-21,1487.450081694752,230.07496589195702,0.05999726012726238
1847,SoFly,"(1393.6239353020744, 197.43743190081054, 0.059996846327593195)",2023-04-21,,1393.6239353020744,197.43743190081054,0.059996846327593195
1848,Princess,"(1500.0, 350.0, 0.06)",2017-05-11,2022-05-26,1500.0,350.0,0.06
1849,Princess,"(1304.2566905877748, 267.8522638031736, 0.060000674589384975)",2022-05-26,,1304.2566905877748,267.8522638031736,0.060000674589384975
1850,Sandi,"(1500.0, 350.0, 0.06)",2017-05-11,2023-02-19,1500.0,350.0,0.06
1851,Sandi,"(1203.35560486282, 271.9923424148547, 0.06000437132039037)",2023-02-19,,1203.35560486282,271.9923424148547,0.06000437132039037
1852,Melina,"(1500.0, 350.0, 0.06)",2017-05-11,2023-07-08,1500.0,350.0,0.06
1853,Melina,"(1337.6891050238826, 290.3189646747521, 0.06)",2023-07-08,2023-07-08,1337.6891050238826,290.3189646747521,0.06
1854,Melina,"(1273.6574856722505, 245.06687861652935, 0.05999862901296193)",2023-07-08,2023-07-08,1273.6574856722505,245.06687861652935,0.05999862901296193
1855,Melina,"(1494.6288606494288, 232.60950886863952, 0.060003598838395324)",2023-07-08,2023-07-08,1494.6288606494288,232.60950886863952,0.060003598838395324
1856,Melina,"(1595.1647804723532, 206.44104722061496, 0.06000381935687731)",2023-07-08,2023-07-08,1595.1647804723532,206.44104722061496,0.06000381935687731
1857,Melina,"(1605.8568972685143, 201.4342644128127, 0.06000334718776101)",2023-07-08,2023-07-08,1605.8568972685143,201.4342644128127,0.06000334718776101
1858,Melina,"(1660.534604908531, 188.51837424133825, 0.0600028446091879)",2023-07-08,2023-10-14,1660.534604908531,188.51837424133825,0.0600028446091879
1859,Melina,"(1735.104408394441, 167.06839380869832, 0.06000222287958091)",2023-10-14,2023-10-14,1735.104408394441,167.06839380869832,0.06000222287958091
1860,Melina,"(1742.5150604423109, 164.53641954791445, 0.06000177324030451)",2023-10-14,2023-10-14,1742.5150604423109,164.53641954791445,0.06000177324030451
1861,Melina,"(1781.7567962943922, 152.95972081378616, 0.0600006065279834)",2023-10-14,2023-10-14,1781.7567962943922,152.95972081378616,0.0600006065279834
1862,Melina,"(1792.629733638855, 149.6033812625181, 0.0599999326319364)",2023-10-14,,1792.629733638855,149.6033812625181,0.0599999326319364
1863,Paulina,"(1500.0, 350.0, 0.06)",2017-05-11,2019-06-23,1500.0,350.0,0.06
1864,Paulina,"(1407.2645669998494, 290.41185345309844, 0.05999898506253387)",2019-06-23,2019-06-23,1407.2645669998494,290.41185345309844,0.05999898506253387
1865,Paulina,"(1257.7414611097283, 248.2501703465608, 0.05999948942405473)",2019-06-23,2019-06-23,1257.7414611097283,248.2501703465608,0.05999948942405473
1866,Paulina,"(1162.5505035405954, 216.77655401068034, 0.05999888623854696)",2019-06-23,2019-09-14,1162.5505035405954,216.77655401068034,0.05999888623854696
1867,Paulina,"(1112.5397589170743, 197.56509279687265, 0.05999799163413912)",2019-09-14,2019-09-14,1112.5397589170743,197.56509279687265,0.05999799163413912
1868,Paulina,"(1091.310042917527, 189.09641640895023, 0.05999734655516197)",2019-09-14,2019-09-14,1091.310042917527,189.09641640895023,0.05999734655516197
1869,Paulina,"(1073.0963436038655, 182.21796365042434, 0.05999674850082895)",2019-09-14,2021-06-26,1073.0963436038655,182.21796365042434,0.05999674850082895
1870,Paulina,"(1173.8691546074015, 176.6886303946081, 0.05999842005113531)",2021-06-26,2021-06-26,1173.8691546074015,176.6886303946081,0.05999842005113531
1871,Paulina,"(1171.1718218720548, 175.82830636497994, 0.05999825713911062)",2021-06-26,2021-06-26,1171.1718218720548,175.82830636497994,0.05999825713911062
1872,Paulina,"(1154.4512395388085, 169.16500264639564, 0.0599974862970107)",2021-06-26,2021-06-26,1154.4512395388085,169.16500264639564,0.0599974862970107
1873,Paulina,"(1236.2028234755878, 163.8138412363694, 0.05999897479154215)",2021-06-26,2021-11-05,1236.2028234755878,163.8138412363694,0.05999897479154215
1874,Paulina,"(1306.8794202010076, 158.09528097991756, 0.0600002490077623)",2021-11-05,2021-11-05,1306.8794202010076,158.09528097991756,0.0600002490077623
1875,Paulina,"(1296.7005769314424, 154.42485851782612, 0.05999952041634212)",2021-11-05,2021-12-04,1296.7005769314424,154.42485851782612,0.05999952041634212
1876,Paulina,"(1355.5241802245837, 149.17529471703972, 0.06000059164628929)",2021-12-04,2021-12-04,1355.5241802245837,149.17529471703972,0.06000059164628929
1877,Paulina,"(1389.8221216711931, 142.60264416588035, 0.05999990062441364)",2021-12-04,2021-12-04,1389.8221216711931,142.60264416588035,0.05999990062441364
1878,Paulina,"(1358.3640662767843, 134.47407499440433, 0.05999854829715555)",2021-12-04,2021-12-04,1358.3640662767843,134.47407499440433,0.05999854829715555
1879,Paulina,"(1415.4120044261308, 129.8893987399152, 0.06000087914545524)",2021-12-04,2022-07-10,1415.4120044261308,129.8893987399152,0.06000087914545524
1880,Paulina,"(1393.9155534001213, 125.02811669529842, 0.05999960051880149)",2022-07-10,2022-07-10,1393.9155534001213,125.02811669529842,0.05999960051880149
1881,Paulina,"(1369.0025210075273, 119.58977064645372, 0.059998247323442236)",2022-07-10,2022-07-10,1369.0025210075273,119.58977064645372,0.059998247323442236
