,key,rating,valid_from,valid_to
419,Stefani,1510.0,2021-10-14,2021-10-14
420,Stefani,1520.541523270624,2021-10-14,2021-10-14
421,Stefani,1509.765756818733,2021-10-14,2021-11-05
422,Stefani,1502.625937224319,2021-11-05,
423,Lily Rose,1500.0,2017-05-11,2023-07-05
424,Lily Rose,1491.4255288290128,2023-07-05,2023-07-05
425,Lily Rose,1481.43246195784,2023-07-05,2023-07-05
426,Lily Rose,1471.7336116007923,2023-07-05,
427,BO,1500.0,2017-05-11,2021-12-04
428,BO,1492.0744324646073,2021-12-04,2021-12-04
429,BO,1482.0940271790125,2021-12-04,2021-12-04
430,BO,1472.1175778056247,2021-12-04,
431,Viola Luba,1500.0,2017-05-11,2019-09-20
432,Viola Luba,1489.71225631668,2019-09-20,
433,Gamora,1500.0,2017-05-11,2018-12-15
434,Gamora,1490.0,2018-12-15,
435,Eru,1500.0,2017-05-11,2019-04-24
436,Eru,1490.279706602888,2019-04-24,2019-04-24
437,Eru,1500.5594061640368,2019-04-24,2019-04-24
438,Eru,1510.5433051742723,2019-04-24,2022-10-21
439,Eru,1520.2399375741209,2022-10-21,2022-10-21
440,Eru,1512.8865290584376,2022-10-21,2023-04-06
441,Eru,1501.8988746487605,2023-04-06,
442,Frost,1500.0,2017-05-11,2019-09-20
443,Frost,1490.0,2019-09-20,2019-09-20
444,Frost,1500.28774368332,2019-09-20,
445,Urara,1500.0,2017-05-11,2023-06-25
446,Urara,1510.0,2023-06-25,2023-06-25
447,Urara,1500.0082819270542,2023-06-25,
448,Tina the Turner,1500.0,2017-05-11,2023-07-08
449,Tina the Turner,1490.2072355922828,2023-07-08,2023-07-08
450,Tina the Turner,1499.9204009382897,2023-07-08,2023-07-08
451,Tina the Turner,1489.980692469231,2023-07-08,2023-10-14
452,Tina the Turner,1481.6927724023647,2023-10-14,2023-10-14
453,Tina the Turner,1490.294228490674,2023-10-14,
454,Camine,1500.0,2017-05-11,2019-03-16
455,Camine,1510.0,2019-03-16,2019-03-16
456,Camine,1519.71225631668,2019-03-16,2022-05-26
457,Camine,1529.14549997581,2022-05-26,2022-05-26
458,Camine,1518.0453824997057,2022-05-26,2022-05-26
459,Camine,1507.467356468135,2022-05-26,2022-07-10
460,Camine,1502.5643269903662,2022-07-10,2022-07-10
461,Camine,1512.9591347696883,2022-07-10,2022-07-10
462,Camine,1521.9521325677872,2022-07-10,2022-07-10
463,Camine,1513.7534806381127,2022-07-10,2022-10-21
464,Camine,1523.3578302878552,2022-10-21,2022-10-21
465,Camine,1532.0249476683475,2022-10-21,2022-10-21
466,Camine,1520.570596867805,2022-10-21,2022-10-21
467,Camine,1513.0045815275876,2022-10-21,2022-10-21
468,Camine,1522.6304542865432,2022-10-21,2022-11-05
469,Camine,1512.02075962838,2022-11-05,2022-11-11
470,Camine,1501.186095307679,2022-11-11,2022-11-11
471,Camine,1494.2428134779484,2022-11-11,2023-02-24
472,Camine,1483.6953162354328,2023-02-24,2023-04-06
473,Camine,1475.9054406568869,2023-04-06,2023-04-06
474,Camine,1486.643503128735,2023-04-06,2023-06-23
475,Camine,1497.0277447432443,2023-06-23,2023-06-23
476,Camine,1487.11329103943,2023-06-23,
477,Sayora,1500.0,2017-05-11,2021-10-14
478,Sayora,1491.3578584600161,2021-10-14,2022-10-21
479,Sayora,1483.325398354443,2022-10-21,2022-11-11
480,Sayora,1475.6444548172603,2022-11-11,2022-11-11
481,Sayora,1486.3443177265058,2022-11-11,
482,Emilia,1500.0,2017-05-11,2021-06-26
483,Emilia,1488.3854703932568,2021-06-26,2021-06-26
484,Emilia,1499.569607664054,2021-06-26,
485,Lady Banan,1500.0,2017-05-11,2019-04-24
486,Lady Banan,1489.7203004388512,2019-04-24,2019-04-24
487,Lady Banan,1500.0160876691648,2019-04-24,2019-04-24
488,Lady Banan,1492.4636541945993,2019-04-24,2023-04-06
489,Lady Banan,1482.1055787219293,2023-04-06,
490,Melina,1500.0,2017-05-11,2023-07-08
491,Melina,1490.0,2023-07-08,2023-07-08
492,Melina,1481.3640649449417,2023-07-08,2023-07-08
493,Melina,1492.4635896514565,2023-07-08,2023-07-08
494,Melina,1502.6953576597973,2023-07-08,2023-07-08
495,Melina,1511.1866357230115,2023-07-08,2023-07-08
