Date,Event,Category,Method,Gender,Round_Number,Judge,Winner_In_Round,Overall,Technique_Physical,Variety_Artistic,Performance_Interpretive,Musicality,Creativity,Personality,color
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,India,9.0,5.0,0.0,2.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,India,2.13,2.0,0.0,0.0,1.07,1.2,1.87,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,India,2.27,2.4,0.8,0.0,1.07,2.8,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,India,22.0,8.0,1.73,10.0,0.93,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,India,15.33,4.0,0.0,8.0,0.0,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,India,5.73,2.0,1.73,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,India,2.53,1.2,0.93,0.4,0.67,0.8,0.93,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,India,5.4,0.6,0.0,2.0,1.33,0.0,1.47,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Anti,13.67,4.0,0.0,6.0,0.93,1.4,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Anti,12.0,6.0,0.0,6.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Anti,10.0,4.8,0.0,5.2,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Anti,4.27,2.0,0.53,2.0,1.2,1.2,0.8,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Anti,3.13,3.8,1.47,2.0,0.4,1.6,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Anti,15.73,7.2,0.0,6.0,1.2,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Anti,15.33,4.0,0.0,8.0,0.0,2.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Anti,12.67,4.4,1.33,0.0,3.73,0.0,3.2,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Anti,7.47,2.6,0.93,2.2,0.4,1.6,1.6,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Anti,2.6,0.0,0.4,0.8,0.27,0.2,1.73,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Ami,4.67,4.0,0.0,2.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Ami,12.0,6.0,0.0,6.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Ami,7.6,4.4,3.2,0.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Ami,7.13,2.6,0.93,1.6,0.53,2.8,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Ami,5.2,1.6,1.33,4.0,0.93,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Ami,10.93,6.0,0.0,6.0,0.0,0.0,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Ami,4.13,4.0,0.0,2.0,0.0,0.0,1.87,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Ami,8.07,6.6,3.73,0.0,0.0,0.0,2.27,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Ami,8.93,2.0,1.07,2.4,0.53,1.6,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Ami,1.47,2.0,1.07,0.4,1.2,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,Nicka,11.73,4.0,0.0,4.0,0.93,2.8,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,Nicka,6.2,4.2,0.0,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,Nicka,3.87,2.4,1.47,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,Nicka,5.07,2.0,0.93,1.8,0.93,2.6,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,Nicka,1.6,1.6,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,Nicka,11.67,6.0,2.0,4.0,1.2,2.2,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,Nicka,8.13,2.4,2.4,1.0,0.67,1.0,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,Nicka,5.73,2.0,1.73,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,Nicka,10.73,4.0,1.73,1.8,0.53,2.8,0.93,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,Nicka,5.8,1.0,0.67,1.0,1.47,1.0,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,671,17.53,5.6,2.13,4.0,1.07,3.4,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,671,11.33,2.0,0.0,6.0,0.0,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,671,7.4,2.6,0.0,3.6,1.2,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,671,15.67,4.4,2.27,3.4,1.6,2.4,1.6,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,671,5.73,2.2,0.0,2.6,0.93,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,671,7.53,2.0,2.13,0.0,2.0,2.2,3.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,671,8.0,6.0,0.0,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,Pauline,8.0,4.0,0.0,4.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,671,10.53,2.4,1.87,2.4,1.6,1.2,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,671,3.33,2.4,0.93,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,Nicka,4.93,0.0,2.0,2.6,0.4,1.4,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,Nicka,8.0,2.0,0.0,4.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,Nicka,5.93,2.2,2.13,0.0,1.6,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,Nicka,6.53,2.0,1.07,2.0,0.4,2.4,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,Nicka,2.07,2.0,1.07,2.0,0.0,3.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,Nicka,11.13,6.0,1.73,6.0,0.0,2.6,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,Nicka,10.4,4.4,0.0,4.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,Nicka,7.07,2.6,1.87,2.6,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,Nicka,5.73,2.4,1.07,2.0,0.67,2.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,Nicka,4.07,0.0,1.47,2.6,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,Furia,1.87,2.8,2.53,4.2,3.33,3.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,671,0.4,0.4,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,Furia,4.67,1.4,0.0,0.0,1.07,3.0,2.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,671,1.87,1.0,0.0,0.2,0.67,2.4,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,Furia,5.4,0.0,0.0,2.6,2.8,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,671,7.67,4.0,0.0,2.0,0.0,3.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,671,1.33,2.0,0.0,2.0,0.0,0.0,2.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,671,8.47,4.4,2.27,1.8,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,671,8.07,3.6,2.0,1.4,0.93,1.2,0.8,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,671,4.13,1.6,0.93,0.0,1.6,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,Furia,16.07,5.4,1.33,6.0,0.0,2.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,Furia,8.33,1.0,0.67,3.0,0.67,1.0,2.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,Furia,7.33,2.0,0.0,4.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,Furia,5.07,1.4,0.8,1.2,1.33,2.2,0.93,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,Furia,4.4,0.0,1.2,0.8,0.0,2.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,Pauline,1.53,2.0,0.0,2.0,1.73,1.0,1.73,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,Furia,5.0,1.0,0.67,1.0,0.67,1.0,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,Furia,7.33,2.0,0.0,4.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,Furia,1.13,2.2,0.53,1.0,1.07,1.0,1.73,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,Furia,3.33,0.0,0.0,0.6,0.53,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kujo,671,6.13,5.4,0.0,6.0,1.87,3.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Valentine,Nicka,8.0,2.0,0.0,4.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Spin,671,4.0,2.0,0.0,2.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Katsu One,671,1.4,1.8,0.93,2.0,0.8,2.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r1,Kim,671,1.73,3.6,0.93,0.0,0.93,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kujo,671,15.93,6.0,0.0,6.0,1.73,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Valentine,671,7.0,5.0,0.67,1.0,0.67,1.0,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Spin,671,14.2,6.6,3.33,2.0,2.27,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Katsu One,671,1.0,2.0,0.93,1.4,0.4,2.0,0.93,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group D,trivium,Female,r2,Kim,671,2.4,2.6,1.73,1.8,0.67,0.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kujo,Carlota,1.6,3.8,0.0,2.6,1.73,2.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Valentine,Carlota,2.4,2.0,0.0,2.0,1.6,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Spin,Vanessa,3.33,0.0,1.33,0.0,0.0,2.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Katsu One,Carlota,0.6,4.2,0.93,2.0,0.93,2.4,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kim,Carlota,6.8,2.0,0.8,2.0,2.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kujo,Vanessa,4.53,4.0,1.87,0.6,0.53,1.8,0.53,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Valentine,Vanessa,2.6,1.0,0.67,1.0,0.67,2.6,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Spin,Vanessa,8.0,4.0,0.0,4.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Katsu One,Carlota,1.53,0.4,0.67,1.4,0.4,2.0,1.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kim,Carlota,5.27,0.0,0.0,3.0,1.73,0.0,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kujo,India,4.6,2.0,1.6,2.0,1.2,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Valentine,India,10.0,6.0,0.0,4.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Spin,India,6.87,2.8,1.87,0.0,0.0,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Katsu One,Anna,7.0,1.0,0.8,0.6,1.2,1.8,1.6,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kim,Anna,1.6,1.6,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kujo,India,11.27,4.0,0.0,4.0,1.07,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Valentine,Anna,4.93,2.0,0.0,2.0,0.93,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Spin,India,6.4,1.6,2.8,0.0,0.0,2.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Katsu One,India,4.53,0.8,1.6,0.0,0.67,0.4,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kim,Anna,3.33,0.0,0.0,0.0,0.93,2.4,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kujo,Anna,5.33,0.0,0.0,1.2,1.73,2.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Valentine,Carlota,2.2,2.2,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Spin,Anna,8.0,4.0,0.0,4.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Katsu One,Anna,4.4,4.0,0.8,4.0,2.13,0.0,2.27,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kim,Carlota,0.93,0.0,0.93,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kujo,Carlota,3.6,2.0,0.0,1.8,1.07,2.2,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Valentine,Carlota,2.8,2.8,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Spin,Anna,7.33,2.0,1.33,2.0,0.0,2.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Katsu One,Carlota,4.2,3.0,0.0,0.8,0.8,1.6,1.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kim,Anna,3.27,0.0,0.0,1.4,1.87,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kujo,India,11.27,6.0,0.0,6.0,0.67,1.4,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Valentine,India,4.0,2.0,0.0,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Spin,India,8.0,4.0,0.0,4.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Katsu One,India,7.07,1.0,1.47,3.0,0.67,1.6,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kim,India,1.47,0.0,0.0,0.0,1.47,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kujo,India,2.4,4.0,1.2,2.0,1.07,2.4,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Valentine,India,6.0,2.0,0.0,2.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Spin,India,4.93,1.6,1.33,0.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Katsu One,India,1.87,0.8,0.93,1.6,1.47,1.2,1.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kim,India,1.73,2.6,0.93,0.0,0.0,1.8,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kujo,Vanessa,4.8,1.8,1.07,0.0,1.6,2.6,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Valentine,Anna,1.0,1.0,0.0,0.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Spin,Vanessa,0.93,2.2,1.33,1.8,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Katsu One,Anna,5.73,2.0,0.93,2.0,0.53,0.8,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r1,Kim,Vanessa,0.53,0.0,0.0,0.0,0.53,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Kujo,Vanessa,2.87,0.0,0.0,2.0,1.87,1.4,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Valentine,Anna,9.0,3.0,0.67,3.0,0.67,1.0,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 16 Round Robin Group C,trivium,Female,r2,Spin,Anna,4.0,2.0,0.0,2.0,0.0,0.0,0.0,blue
