Date,Event,Category,Method,Gender,Round_Number,Judge,Winner_In_Round,Overall,Technique_Physical,Variety_Artistic,Performance_Interpretive,Musicality,Creativity,Personality,color
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Furia,6.6,5.2,0.0,2.0,0.93,1.8,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Furia,7.33,0.0,0.0,4.0,0.0,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Furia,5.27,0.0,0.0,1.8,1.6,0.0,1.87,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Luma,3.13,2.0,0.4,2.0,1.07,1.4,1.6,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Furia,3.8,0.0,0.0,2.2,1.6,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Luma,3.67,2.0,0.0,2.0,0.67,1.4,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Furia,3.33,0.0,0.0,2.0,0.0,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Luma,8.07,3.2,2.67,2.2,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Furia,2.93,1.0,0.53,0.0,1.2,1.0,1.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Furia,2.67,1.4,0.13,3.4,0.53,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Pauline,1.87,2.4,0.0,0.0,1.33,2.4,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Syssy,5.93,2.6,0.0,2.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Syssy,5.8,4.0,0.0,1.8,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Pauline,3.2,1.4,0.8,1.6,1.47,2.2,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Pauline,3.4,0.0,0.4,2.2,0.8,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Pauline,3.4,2.8,0.0,2.4,0.27,1.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Syssy,7.33,0.0,0.0,4.0,0.0,2.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Pauline,5.07,2.0,1.07,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Syssy,3.4,1.6,0.8,1.0,0.8,0.0,1.2,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Pauline,1.2,1.4,0.8,1.8,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Swami,0.8,2.0,0.0,2.0,1.33,3.2,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Swami,2.33,1.0,0.0,0.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Madmax,8.87,0.0,1.33,3.8,2.27,0.0,1.47,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Madmax,1.13,1.4,0.67,2.0,0.93,1.6,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Madmax,4.73,1.4,0.0,2.8,1.2,0.0,2.13,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Madmax,2.67,0.2,0.0,0.0,1.6,2.6,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Madmax,9.73,0.4,0.0,6.0,0.0,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Madmax,9.67,0.0,1.33,3.2,1.73,3.4,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Madmax,5.6,1.0,0.27,2.0,1.07,1.0,0.27,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Madmax,2.33,2.8,0.67,2.2,1.6,0.0,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Sunny,0.07,3.4,0.0,0.0,1.07,1.6,0.8,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Riko,2.4,2.4,0.0,0.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Riko,5.07,4.0,3.07,0.0,2.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Riko,2.07,2.2,0.0,0.8,1.33,1.6,1.2,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Sunny,1.2,0.4,0.0,0.0,1.6,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Sunny,3.13,1.6,0.93,0.0,1.47,0.6,1.73,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Sunny,0.33,3.0,0.0,2.0,0.0,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Sunny,2.53,2.0,0.0,2.8,1.73,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Sunny,5.67,0.0,0.67,2.4,0.0,1.4,1.2,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Sunny,1.13,2.8,0.0,0.0,1.33,1.0,1.6,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Sarah Bee,9.67,1.4,0.0,0.0,1.87,4.4,2.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Anna,0.67,2.0,0.0,0.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Anna,5.8,2.4,0.0,1.8,1.6,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Sarah Bee,0.53,0.2,0.0,0.8,1.2,1.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Anna,2.93,0.0,0.67,0.8,0.0,0.0,1.47,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Anna,0.87,2.6,0.0,0.0,0.0,0.0,1.73,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Anna,0.87,4.2,0.0,2.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Anna,8.47,3.0,2.27,0.0,0.0,3.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Sarah Bee,1.33,0.6,0.4,0.8,0.0,1.0,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Sarah Bee,2.8,0.0,0.8,0.0,0.93,0.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Ying Zi,2.53,3.2,0.0,0.0,0.0,1.6,2.27,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Camine,16.0,6.0,0.0,8.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Ying Zi,5.8,3.4,0.0,0.4,0.0,2.8,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Ying Zi,3.67,2.0,0.0,2.0,0.67,1.4,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Ying Zi,3.13,4.2,2.0,2.8,1.47,0.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Camine,6.27,3.4,1.73,6.0,1.6,3.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Camine,12.0,4.0,0.0,6.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Ying Zi,3.93,1.8,1.33,0.0,0.0,0.8,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Camine,3.67,0.6,1.73,0.8,1.07,1.2,0.67,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Ying Zi,0.93,0.0,1.73,0.0,0.8,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Jilou,0.93,2.4,0.0,2.0,0.0,1.2,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Tiff,8.0,2.0,0.0,4.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Jilou,4.0,2.0,0.0,2.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Jilou,6.07,2.0,0.93,2.0,0.4,1.8,0.8,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Tiff,3.6,0.8,0.0,4.4,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Jilou,1.2,0.0,0.0,1.2,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Jilou,13.33,2.0,1.33,4.0,1.33,2.0,2.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Jilou,5.87,2.6,1.47,1.8,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Jilou,4.4,1.4,0.67,1.4,0.67,0.8,0.8,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Jilou,1.87,1.6,0.67,0.8,0.67,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Alessandrina,8.67,2.0,0.0,4.0,1.33,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Alessandrina,8.0,2.0,0.0,4.0,0.0,2.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Alessandrina,6.47,0.0,0.0,3.0,1.87,0.0,1.6,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Alessandrina,2.6,1.6,0.4,2.8,1.33,2.6,0.93,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Alessandrina,3.27,1.0,1.33,0.0,0.53,2.4,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Alessandrina,2.27,0.8,0.0,2.4,0.53,2.8,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Alessandrina,4.0,0.0,0.0,2.0,0.0,2.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Alessandrina,6.4,0.0,1.47,2.0,1.33,0.0,1.6,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Alessandrina,2.07,1.0,1.07,1.6,0.67,1.6,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Yell,2.47,2.0,0.0,0.2,0.27,0.0,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,671,1.67,0.0,2.13,2.0,3.87,1.4,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,671,4.0,2.0,0.0,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,671,2.33,2.6,1.6,0.0,1.87,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,671,6.2,2.2,1.73,1.8,1.07,1.8,0.27,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,671,2.33,3.6,0.0,0.2,1.07,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,671,6.6,7.4,1.07,0.0,0.53,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,671,7.33,2.0,0.0,4.0,0.0,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,671,5.07,2.0,1.07,2.0,0.0,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,671,9.4,1.4,1.07,4.0,0.4,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,671,1.53,3.0,0.0,0.0,1.47,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Ayumi,10.73,3.0,2.13,5.0,1.47,2.6,2.53,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Ayumi,0.67,0.0,0.0,0.0,0.0,2.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Ayumi,9.47,0.0,0.0,4.4,2.27,2.8,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Ayumi,7.27,2.0,1.2,2.0,0.53,1.0,0.53,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Ayumi,0.53,0.6,0.4,0.2,0.53,0.0,1.2,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Ayumi,12.6,4.0,0.0,4.0,0.0,4.6,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Carla,2.2,2.0,0.0,2.0,0.0,1.8,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Carla,12.0,0.0,2.27,2.8,2.93,20.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Ayumi,8.87,2.0,0.8,2.0,0.8,1.8,1.47,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Ayumi,3.0,2.6,2.27,0.2,0.67,1.0,1.47,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Vanessa,8.13,0.0,0.0,4.0,0.53,1.2,2.4,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Fresh Bella,8.0,2.0,0.0,4.0,0.0,2.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Vanessa,7.07,2.0,0.0,2.0,1.33,0.0,1.73,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Vanessa,3.07,2.0,0.8,1.0,0.8,1.8,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Vanessa,1.33,3.6,0.0,0.0,0.8,2.8,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Fresh Bella,5.47,6.8,0.0,0.0,0.0,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Fresh Bella,6.53,4.0,0.0,4.0,0.0,0.0,1.47,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Vanessa,7.07,2.0,0.0,2.0,1.47,0.0,1.6,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Vanessa,1.67,1.8,0.53,1.2,1.07,0.0,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Vanessa,0.2,3.2,0.0,1.8,0.53,0.0,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Carlota,0.8,2.0,0.0,2.0,0.0,3.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Emma,7.33,2.0,0.0,4.0,0.0,0.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Carlota,1.73,0.0,1.6,2.0,0.0,0.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Emma,3.67,1.4,0.53,2.0,0.67,1.2,0.8,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Carlota,1.13,0.0,2.0,0.8,1.2,2.6,0.93,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Emma,5.07,1.6,1.33,4.0,2.0,2.0,1.33,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Carlota,4.0,2.0,0.0,2.0,0.0,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Emma,7.4,0.0,2.27,0.0,2.13,3.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Emma,1.2,2.0,0.93,2.0,0.67,2.0,1.07,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,Carlota,3.67,0.0,1.07,1.6,0.0,0.6,0.4,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r3,Kujo,Carlota,3.47,4.0,0.0,2.0,0.0,1.2,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r3,Valentine,Carlota,1.0,1.0,0.67,1.0,0.67,1.0,0.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r3,Spin,Carlota,1.6,0.0,1.07,0.0,0.67,0.0,2.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r3,Katsu One,Carlota,4.47,2.2,1.07,1.6,1.2,0.8,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r3,Kim,Emma,2.53,0.0,0.93,1.2,1.87,0.0,0.93,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,Nicka,13.8,4.0,0.0,6.0,1.47,1.0,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,Nicka,17.07,4.0,0.0,8.0,0.0,2.4,2.67,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Spin,Nicka,9.27,5.2,3.07,3.2,0.0,2.2,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Katsu One,Nicka,6.47,1.4,0.67,1.0,1.47,1.4,0.53,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kim,Nicka,0.6,1.6,1.47,0.2,0.93,0.0,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kujo,Nicka,1.2,2.0,0.0,2.0,0.67,2.0,1.47,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Valentine,Nicka,16.93,4.0,0.0,8.0,0.0,3.6,1.33,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Spin,Nicka,9.73,5.2,1.33,4.8,0.0,1.6,0.0,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Katsu One,Nicka,6.4,2.0,0.8,2.0,0.67,3.6,1.07,red
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r2,Kim,SashaFox,2.4,2.0,1.47,0.8,1.07,1.6,0.53,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Kujo,India,6.8,4.0,0.0,4.0,1.2,0.0,0.0,blue
2023-02-24,WDSF BfG World Series - Kitakyushu 2023 - Japan,B-Girls Top 32 PreQualifier,trivium,Female,r1,Valentine,India,3.33,2.0,0.0,2.0,0.0,2.0,1.33,blue
